timestamp,open,high,low,close,volume,turnover
2026-03-22 03:04:00,69089.9,69107.5,69089.6,69089.8,20.633,1425685.1483
2026-03-22 03:05:00,69089.8,69137.2,69089.6,69137.2,13.108,905809.5659
2026-03-22 03:06:00,69137.2,69144.0,69120.9,69142.5,22.682,1568007.4892
2026-03-22 03:07:00,69142.5,69179.5,69142.4,69162.7,18.455,1276533.1079
2026-03-22 03:08:00,69162.7,69199.7,69162.7,69174.4,15.339,1061298.8256
2026-03-22 03:09:00,69174.4,69194.8,69174.1,69175.6,15.659,1083389.5941
2026-03-22 03:10:00,69175.6,69227.5,69175.6,69221.7,17.265,1194841.9488
2026-03-22 03:11:00,69221.7,69273.6,69221.7,69270.4,21.257,1472337.6331
2026-03-22 03:12:00,69270.4,69300.0,69267.2,69293.2,25.701,1780601.3205
2026-03-22 03:13:00,69293.2,69296.1,69262.7,69274.3,6.595,456864.0696
2026-03-22 03:14:00,69274.3,69275.0,69264.1,69268.0,5.621,389382.5266
2026-03-22 03:15:00,69268.0,69300.0,69260.0,69299.9,13.806,956430.5968
2026-03-22 03:16:00,69299.9,69319.6,69261.4,69262.0,39.779,2756366.5512
2026-03-22 03:17:00,69262.0,69262.1,69212.7,69239.1,14.407,997515.859
2026-03-22 03:18:00,69239.1,69247.0,69235.4,69235.4,4.941,342127.6089
2026-03-22 03:19:00,69235.4,69278.0,69235.4,69277.9,9.368,648860.223
2026-03-22 03:20:00,69277.9,69299.5,69272.4,69272.5,11.697,810428.4451
2026-03-22 03:21:00,69272.5,69272.5,69215.5,69231.2,7.635,528760.752
2026-03-22 03:22:00,69231.2,69253.0,69231.2,69250.1,16.855,1167140.6538
2026-03-22 03:23:00,69250.1,69250.1,69221.9,69248.5,7.185,497451.2688
2026-03-22 03:24:00,69248.5,69282.6,69243.4,69273.5,44.009,3048275.7487
2026-03-22 03:25:00,69273.5,69297.8,69251.5,69268.9,21.848,1513490.5316
2026-03-22 03:26:00,69268.9,69299.0,69258.3,69292.9,10.805,748536.7362
2026-03-22 03:27:00,69292.9,69433.2,69277.0,69414.4,107.033,7426885.5397
2026-03-22 03:28:00,69414.4,69494.8,69375.4,69417.4,166.871,11589038.2565
2026-03-22 03:29:00,69417.4,69469.5,69398.0,69398.1,27.872,1935543.8014
2026-03-22 03:30:00,69398.1,69482.4,69389.4,69428.7,50.496,3506288.7674
2026-03-22 03:31:00,69428.7,69428.8,69352.0,69363.1,48.078,3336609.8742
2026-03-22 03:32:00,69363.1,69363.1,69336.1,69349.7,16.585,1150157.8086
2026-03-22 03:33:00,69349.7,69349.8,69321.0,69328.0,21.03,1458019.6392
2026-03-22 03:34:00,69328.0,69376.4,69308.1,69350.5,28.864,2001292.7905
2026-03-22 03:35:00,69350.5,69557.3,69325.7,69491.0,401.98,27930633.0719
2026-03-22 03:36:00,69491.0,69536.6,69408.0,69418.4,63.311,4397290.1938
2026-03-22 03:37:00,69418.4,69489.0,69418.3,69432.1,48.094,3340632.541
2026-03-22 03:38:00,69432.1,69439.8,69378.6,69378.6,24.747,1717873.8022
2026-03-22 03:39:00,69378.6,69388.6,69335.5,69377.3,116.177,8057695.4496
2026-03-22 03:40:00,69377.3,69377.3,69319.7,69319.7,28.847,2000287.0576
2026-03-22 03:41:00,69319.7,69357.4,69315.0,69349.1,21.997,1525452.4899
2026-03-22 03:42:00,69349.1,69349.1,69324.5,69332.9,17.87,1238965.3579
2026-03-22 03:43:00,69332.9,69341.1,69273.0,69312.2,74.642,5172655.2519
2026-03-22 03:44:00,69312.2,69319.4,69281.1,69319.4,23.381,1620290.6969
2026-03-22 03:45:00,69319.4,69329.6,69280.7,69287.5,19.622,1359906.5712
2026-03-22 03:46:00,69287.5,69293.7,69253.4,69273.5,27.544,1907922.1358
2026-03-22 03:47:00,69273.5,69275.0,69253.5,69256.4,13.891,962118.1322
2026-03-22 03:48:00,69256.4,69275.7,69256.4,69260.1,27.939,1935272.0596
2026-03-22 03:49:00,69260.1,69299.8,69260.0,69287.5,12.315,853194.4566
2026-03-22 03:50:00,69287.5,69287.5,69267.2,69270.2,9.052,627081.5268
2026-03-22 03:51:00,69270.2,69270.2,69235.0,69249.3,36.654,2538173.4674
2026-03-22 03:52:00,69249.3,69270.5,69242.9,69250.9,11.648,806688.7457
2026-03-22 03:53:00,69250.9,69297.7,69250.9,69296.5,44.063,3052475.6853
2026-03-22 03:54:00,69296.5,69314.1,69278.2,69278.2,20.23,1401912.5893
2026-03-22 03:55:00,69278.2,69299.0,69278.2,69297.6,7.716,534652.0808
2026-03-22 03:56:00,69297.6,69331.7,69282.2,69290.5,73.554,5098594.8047
2026-03-22 03:57:00,69290.5,69319.6,69283.5,69310.8,8.026,556189.008
2026-03-22 03:58:00,69310.8,69328.0,69301.9,69301.9,34.365,2382085.7401
2026-03-22 03:59:00,69301.9,69309.0,69301.9,69304.1,12.104,838866.666
2026-03-22 04:00:00,69304.1,69309.6,69263.8,69300.5,46.41,3215333.32
2026-03-22 04:01:00,69300.5,69327.6,69288.8,69323.1,11.102,769526.4493
2026-03-22 04:02:00,69323.1,69347.8,69314.1,69326.6,14.967,1037669.0931
2026-03-22 04:03:00,69326.6,69383.6,69325.8,69376.6,56.369,3909965.9219
2026-03-22 04:04:00,69376.6,69382.6,69345.9,69355.0,25.523,1770377.4437
2026-03-22 04:05:00,69355.0,69383.6,69347.6,69379.9,8.712,604298.1372
2026-03-22 04:06:00,69379.9,69450.0,69371.6,69435.4,45.963,3190720.6095
2026-03-22 04:07:00,69435.4,69435.4,69371.9,69408.8,11.534,800608.6674
2026-03-22 04:08:00,69408.8,69419.4,69393.3,69393.4,14.754,1024050.9196
2026-03-22 04:09:00,69393.4,69410.7,69370.0,69398.7,15.106,1048220.8149
2026-03-22 04:10:00,69398.7,69408.6,69333.0,69341.9,15.378,1066588.7107
2026-03-22 04:11:00,69341.9,69365.4,69335.0,69354.8,7.183,498170.3906
2026-03-22 04:12:00,69354.8,69372.8,69354.7,69365.5,13.411,930296.0042
2026-03-22 04:13:00,69365.5,69379.9,69358.3,69365.5,8.544,592698.313
2026-03-22 04:14:00,69365.5,69410.0,69365.4,69410.0,40.043,2778500.4597
2026-03-22 04:15:00,69410.0,69471.0,69410.0,69467.1,104.957,7288670.2203
2026-03-22 04:16:00,69467.1,69487.3,69436.1,69436.2,33.002,2292390.3504
2026-03-22 04:17:00,69436.2,69458.3,69385.1,69397.4,40.393,2803714.8575
2026-03-22 04:18:00,69397.4,69397.5,69358.5,69376.3,18.366,1274054.1955
