timestamp,open,high,low,close,volume,turnover
2026-03-12 09:45:00,2060.14,2064.99,2048.16,2054.7,27398.98,56375637.8251
2026-03-12 10:00:00,2054.7,2059.99,2051.7,2054.35,15642.02,32157370.3044
2026-03-12 10:15:00,2054.35,2063.58,2053.19,2061.79,16927.32,34859008.4807
2026-03-12 10:30:00,2061.79,2074.21,2061.26,2070.29,25870.16,53497850.2871
2026-03-12 10:45:00,2070.29,2074.88,2067.48,2069.33,17136.32,35487743.0688
2026-03-12 11:00:00,2069.33,2071.88,2066.0,2067.0,8472.63,17527691.8396
2026-03-12 11:15:00,2067.0,2072.65,2065.5,2069.59,9380.81,19413039.2739
2026-03-12 11:30:00,2069.59,2075.43,2068.08,2073.18,12029.64,24934014.7886
2026-03-12 11:45:00,2073.18,2076.27,2056.69,2061.95,29198.74,60257324.5918
2026-03-12 12:00:00,2061.95,2064.9,2056.77,2058.83,13530.11,27868871.6793
2026-03-12 12:15:00,2058.83,2065.52,2058.0,2063.92,9739.18,20091759.6922
2026-03-12 12:30:00,2063.92,2067.48,2057.08,2066.24,11483.33,23680734.7989
2026-03-12 12:45:00,2066.24,2070.45,2062.0,2064.7,7920.29,16365561.7924
2026-03-12 13:00:00,2064.7,2069.28,2062.98,2064.1,6204.95,12821458.8164
2026-03-12 13:15:00,2064.1,2064.96,2050.52,2055.97,25006.16,51405679.0617
2026-03-12 13:30:00,2055.97,2080.5,2050.22,2067.47,56662.77,117261528.6139
2026-03-12 13:45:00,2067.47,2072.8,2054.36,2064.59,40281.13,83063793.8069
2026-03-12 14:00:00,2064.59,2082.0,2064.58,2079.3,42139.13,87513175.1813
2026-03-12 14:15:00,2079.3,2094.71,2056.33,2057.21,100552.26,208843207.1986
2026-03-12 14:30:00,2057.21,2059.84,2036.24,2044.46,72309.37,148019139.2465
2026-03-12 14:45:00,2044.46,2051.95,2035.92,2043.98,39005.69,79721743.9937
2026-03-12 15:00:00,2043.98,2051.1,2037.33,2047.79,21197.14,43361214.0801
2026-03-12 15:15:00,2047.79,2069.67,2045.73,2067.65,48718.48,100392894.3786
2026-03-12 15:30:00,2067.65,2081.43,2063.09,2073.12,53951.58,111848904.6659
2026-03-12 15:45:00,2073.12,2078.0,2066.0,2071.34,30184.19,62506161.2851
2026-03-12 16:00:00,2071.34,2077.84,2054.37,2063.56,37727.87,77871650.6201
2026-03-12 16:15:00,2063.56,2077.08,2062.03,2062.64,27994.78,57937654.7247
2026-03-12 16:30:00,2062.64,2075.1,2061.22,2070.16,14662.79,30364925.1309
2026-03-12 16:45:00,2070.16,2073.12,2063.17,2068.61,15544.25,32149276.1492
2026-03-12 17:00:00,2068.61,2075.0,2067.04,2068.95,13142.93,27212937.6579
2026-03-12 17:15:00,2068.95,2069.57,2057.4,2060.5,19077.34,39336876.898
2026-03-12 17:30:00,2060.5,2067.11,2059.2,2065.11,11767.75,24291060.4915
2026-03-12 17:45:00,2065.11,2065.5,2053.61,2057.22,12671.46,26089191.0559
2026-03-12 18:00:00,2057.22,2060.97,2052.0,2055.98,17118.26,35198131.0988
2026-03-12 18:15:00,2055.98,2059.22,2045.25,2052.03,26733.54,54804327.9064
2026-03-12 18:30:00,2052.03,2058.45,2050.35,2052.8,8930.66,18341426.6826
2026-03-12 18:45:00,2052.8,2053.38,2046.78,2047.72,14267.95,29246843.1498
2026-03-12 19:00:00,2047.72,2052.32,2043.69,2048.39,9045.76,18525299.4011
2026-03-12 19:15:00,2048.39,2062.0,2048.39,2060.8,18759.08,38586057.377
2026-03-12 19:30:00,2060.8,2067.96,2060.16,2067.21,20502.75,42335722.5744
2026-03-12 19:45:00,2067.21,2073.6,2065.32,2068.45,19722.51,40829081.0286
2026-03-12 20:00:00,2068.45,2073.5,2064.65,2066.14,10163.25,21023715.8411
2026-03-12 20:15:00,2066.14,2068.98,2063.86,2065.6,5881.84,12153537.6373
2026-03-12 20:30:00,2065.6,2065.6,2058.85,2060.13,10374.56,21389931.1289
2026-03-12 20:45:00,2060.13,2064.3,2059.27,2061.4,4403.71,9081284.6438
2026-03-12 21:00:00,2061.4,2068.15,2061.4,2065.12,4123.71,8515120.7811
2026-03-12 21:15:00,2065.12,2065.85,2059.22,2060.02,4550.47,9381949.5457
2026-03-12 21:30:00,2060.02,2062.92,2055.99,2059.57,14330.78,29504031.8173
2026-03-12 21:45:00,2059.57,2064.64,2057.92,2061.73,4292.64,8848094.6424
2026-03-12 22:00:00,2061.73,2066.01,2059.93,2063.92,5476.28,11302737.4717
2026-03-12 22:15:00,2063.92,2066.69,2061.0,2063.33,4011.32,8276719.4333
2026-03-12 22:30:00,2063.33,2065.55,2059.21,2060.04,5505.88,11351288.5493
2026-03-12 22:45:00,2060.04,2065.6,2054.3,2064.68,15502.91,31928414.3787
2026-03-12 23:00:00,2064.68,2084.5,2063.89,2079.53,54486.35,113153117.4874
2026-03-12 23:15:00,2079.53,2092.81,2079.35,2082.75,35721.66,74480668.5124
2026-03-12 23:30:00,2082.75,2082.75,2077.61,2081.11,8348.97,17366655.7107
2026-03-12 23:45:00,2081.11,2082.15,2071.22,2072.58,7150.97,14841839.8442
2026-03-13 00:00:00,2072.58,2089.79,2069.43,2089.35,20381.36,42372437.3259
2026-03-13 00:15:00,2089.35,2143.05,2088.93,2132.0,128832.27,272969003.9165
2026-03-13 00:30:00,2132.0,2148.54,2121.99,2126.01,71952.58,153925163.8126
2026-03-13 00:45:00,2126.01,2127.9,2108.16,2118.26,33558.28,71112513.8432
2026-03-13 01:00:00,2118.26,2129.94,2118.05,2125.42,16297.25,34614813.7371
2026-03-13 01:15:00,2125.42,2130.0,2117.17,2122.29,12538.85,26617361.8422
2026-03-13 01:30:00,2122.29,2129.29,2110.68,2125.95,20302.04,43043545.5489
2026-03-13 01:45:00,2125.95,2128.39,2122.09,2124.26,8656.45,18399867.708
2026-03-13 02:00:00,2124.26,2126.79,2120.04,2121.23,6974.39,14803037.9099
2026-03-13 02:15:00,2121.23,2123.4,2113.65,2115.5,13949.51,29529661.0794
2026-03-13 02:30:00,2115.5,2116.8,2106.37,2107.6,17370.18,36661781.0853
2026-03-13 02:45:00,2107.6,2112.52,2101.08,2104.75,22412.75,47191799.6473
2026-03-13 03:00:00,2104.75,2109.0,2103.04,2105.76,11441.02,24091665.3478
2026-03-13 03:15:00,2105.76,2112.97,2104.98,2106.79,8873.88,18717722.3024
2026-03-13 03:30:00,2106.79,2110.75,2100.9,2108.14,8120.9,17102770.617
2026-03-13 03:45:00,2108.14,2122.85,2107.88,2117.73,16388.33,34686259.8627
2026-03-13 04:00:00,2117.73,2119.25,2113.29,2114.38,6025.69,12752968.7082
2026-03-13 04:15:00,2114.38,2115.53,2110.12,2111.33,6836.26,14442390.9889
2026-03-13 04:30:00,2111.33,2113.81,2108.69,2112.67,7755.9,16370545.3026
2026-03-13 04:45:00,2112.67,2113.65,2108.89,2110.59,2607.3,5503880.3996
2026-03-13 05:00:00,2110.59,2111.08,2101.82,2103.86,9188.76,19351017.5377
2026-03-13 05:15:00,2103.86,2109.99,2103.75,2108.61,3834.98,8080847.3873
2026-03-13 05:30:00,2108.61,2114.44,2108.38,2111.72,9514.85,20092248.4494
2026-03-13 05:45:00,2111.72,2113.6,2107.28,2109.41,7104.46,14989901.0703
2026-03-13 06:00:00,2109.41,2112.19,2105.0,2108.4,5854.7,12349380.9429
2026-03-13 06:15:00,2108.4,2109.95,2091.19,2095.27,24313.82,51028912.7069
2026-03-13 06:30:00,2095.27,2096.85,2088.45,2091.96,17385.47,36387785.2534
2026-03-13 06:45:00,2091.96,2096.75,2089.36,2094.99,16114.9,33728848.1432
2026-03-13 07:00:00,2094.99,2102.86,2091.47,2098.9,17768.9,37288149.3455
2026-03-13 07:15:00,2098.9,2103.98,2096.52,2100.56,6344.74,13325468.2487
2026-03-13 07:30:00,2100.56,2102.7,2095.0,2097.35,12694.68,26629366.1353
2026-03-13 07:45:00,2097.35,2102.09,2093.07,2098.51,19158.52,40189557.2333
2026-03-13 08:00:00,2098.51,2099.62,2090.18,2093.45,9049.86,18954159.6381
2026-03-13 08:15:00,2093.45,2098.0,2092.11,2097.54,6179.96,12949213.304
2026-03-13 08:30:00,2097.54,2116.27,2097.4,2108.4,42038.91,88623776.2923
2026-03-13 08:45:00,2108.4,2109.16,2096.7,2098.98,28845.24,60608852.6214
2026-03-13 09:00:00,2098.98,2105.88,2098.38,2103.1,9796.58,20597879.6738
2026-03-13 09:15:00,2103.1,2103.36,2095.02,2102.21,10010.83,21017559.1526
2026-03-13 09:30:00,2102.21,2108.8,2101.2,2107.29,11399.43,23989544.7232
2026-03-13 09:45:00,2107.29,2116.25,2106.0,2112.76,22471.62,47466874.9998
2026-03-13 10:00:00,2112.76,2126.08,2111.91,2124.39,33187.01,70388741.4197
2026-03-13 10:15:00,2124.39,2132.15,2121.73,2124.39,26433.27,56208389.3338
2026-03-13 10:30:00,2124.39,2130.62,2123.26,2126.39,16134.19,34317202.6979
2026-03-13 10:45:00,2126.39,2132.57,2123.59,2126.02,14853.46,31624360.1973
2026-03-13 11:00:00,2126.02,2128.61,2121.0,2123.01,16135.82,34287157.6104
2026-03-13 11:15:00,2123.01,2129.6,2122.3,2124.57,7714.77,16399710.775
2026-03-13 11:30:00,2124.57,2126.91,2118.49,2120.59,11300.21,23978718.7937
2026-03-13 11:45:00,2120.59,2122.5,2117.07,2120.07,10687.7,22656858.9798
2026-03-13 12:00:00,2120.07,2132.68,2119.45,2132.38,14893.27,31700361.6784
2026-03-13 12:15:00,2132.38,2137.58,2126.0,2129.35,18372.56,39165011.0226
2026-03-13 12:30:00,2129.35,2134.94,2126.63,2128.89,18574.4,39575233.1566
2026-03-13 12:45:00,2128.89,2152.68,2128.89,2145.57,51686.5,110823552.7986
2026-03-13 13:00:00,2145.57,2156.99,2140.75,2152.33,31232.08,67124352.3211
2026-03-13 13:15:00,2152.33,2200.0,2149.08,2182.06,179517.85,391605288.8265
2026-03-13 13:30:00,2182.06,2190.23,2173.25,2187.72,49741.17,108534505.3953
2026-03-13 13:45:00,2187.72,2194.43,2182.62,2184.53,32622.17,71398626.55
2026-03-13 14:00:00,2184.53,2196.31,2181.26,2192.04,42391.27,92833694.3943
2026-03-13 14:15:00,2192.04,2208.63,2186.0,2195.28,56355.96,123868226.2161
2026-03-13 14:30:00,2195.28,2200.67,2170.22,2172.99,62663.94,136891161.0467
2026-03-13 14:45:00,2172.99,2174.94,2144.3,2150.3,114079.09,246076196.9013
2026-03-13 15:00:00,2150.3,2159.97,2138.94,2158.43,60375.71,129884514.2969
2026-03-13 15:15:00,2158.43,2164.46,2150.83,2151.68,30342.81,65467653.0923
2026-03-13 15:30:00,2151.68,2156.33,2130.3,2139.42,56908.79,121868075.8286
